"","ID","gpa","cm1relf","cm1marf","cm1cohf","m1f8","m1f9","mx1j2","cm1hhinc","cm1hhimp","cm1inpov","cm1povca","m1e3a","cm2mint","cm2fdiff","cm2samp","cm1citsm","cm1bsex","m1a10","cm1fint","m1b0","cm1numb","innatsm","incitysm","m1a4","cf1fint","challengeID","cm1relf.1","cm1marf.1","cm1cohf.1","m1e3a.1","cm1numb.1","m1b0.1","m1f8.1","m1f9.1","mx1j2.1","cf1fint.1","cm2mint.1","cm2fdiff.1","cm2samp.1","cm1hhinc.1","cm1hhimp.1","cm1inpov.1","cm1povca.1","challengeID.1","cm1citsm.1","innatsm.1","m1a10.1","cm1fint.1","cm1bsex.1","m1a4.1","incitysm.1","cm1relf.2","cm1marf.2","cm1bsex.2","cm1numb.2","m1b0.2","cm1hhinc.2","cm1hhimp.2","cm1inpov.2","cm1povca.2","m1f8.2","m1f9.2","mx1j2.2","cf1fint.2","cm2mint.2","cm2fdiff.2","cm2samp.2","cm1cohf.2","m1e3a.2","challengeID.2","cm1citsm.2","m1a4.2","incitysm.2","m1a10.2","cm1fint.2","innatsm.2","incitysm.3","m1a4.3","m1a10.3","cm1bsex.3","cm1numb.3","m1b0.3","challengeID.3","cm1relf.3","cm1marf.3","cm1cohf.3","innatsm.3","m1e3a.3","cm1citsm.3","cm1fint.3","m1f8.3","m1f9.3"
"97",193,2.5,1,1,0,2,1,-5,71170.0707672303,4,5.84366157476441,5,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,97,1,1,0,2,1,2,2,1,-5,1,1,0,-7,71170.0707672303,4,5.84366157476441,5,97,1,1,1,1,1,1,1,1,1,1,1,2,71170.0707672303,4,5.84366157476441,5,2,1,-5,1,1,0,-7,0,2,97,1,1,1,1,1,1,1,1,1,1,1,2,97,1,1,0,1,2,1,1,2,1
"99",196,2.75,3,0,0,2,-2,-5,0,4,1.07660346330921,1,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,99,3,0,0,1,1,2,2,-2,-5,1,1,0,-7,0,4,1.07660346330921,1,99,1,1,2,1,2,2,1,3,0,2,1,2,0,4,1.07660346330921,1,2,-2,-5,1,1,0,-7,0,1,99,1,2,1,2,1,1,1,2,2,2,1,2,99,3,0,0,1,1,1,1,2,-2
"100",199,3,2,0,1,2,1,-5,10517.5579272801,4,2.13450073703851,3,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,100,2,0,1,2,1,2,2,1,-5,1,1,0,-7,10517.5579272801,4,2.13450073703851,3,100,1,1,2,1,1,2,1,2,0,1,1,2,10517.5579272801,4,2.13450073703851,3,2,1,-5,1,1,0,-7,1,2,100,1,2,1,2,1,1,1,2,2,1,1,2,100,2,0,1,1,2,1,1,2,1
"101",203,3.25,3,0,0,-2,-2,-5,14921.4229303754,4,1.21280453174201,2,2,0,0,5,1,1,2,0,2,1,1,1,2,0,101,3,0,0,2,1,2,-2,-2,-5,0,0,0,5,14921.4229303754,4,1.21280453174201,2,101,1,1,2,0,1,2,1,3,0,1,1,2,14921.4229303754,4,1.21280453174201,2,-2,-2,-5,0,0,0,5,0,2,101,1,2,1,2,0,1,1,2,2,1,1,2,101,3,0,0,1,2,1,0,-2,-2
"102",204,2.25,3,0,0,2,2,-5,34896.5801796267,4,0.367968795922922,2,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,102,3,0,0,1,1,2,2,2,-5,1,1,0,-7,34896.5801796267,4,0.367968795922922,2,102,1,1,2,1,2,2,1,3,0,2,1,2,34896.5801796267,4,0.367968795922922,2,2,2,-5,1,1,0,-7,0,1,102,1,2,1,2,1,1,1,2,2,2,1,2,102,3,0,0,1,1,1,1,2,2
"105",208,4,2,0,1,-2,-2,-5,27170.5899693147,2,1.04443539937182,2,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,105,2,0,1,2,1,2,-2,-2,-5,1,1,0,-7,27170.5899693147,2,1.04443539937182,2,105,1,1,2,1,2,2,1,2,0,2,1,2,27170.5899693147,2,1.04443539937182,2,-2,-2,-5,1,1,0,-7,1,2,105,1,2,1,2,1,1,1,2,2,2,1,2,105,2,0,1,1,2,1,1,-2,-2
"109",218,2.25,5,0,0,-2,1,-5,44266.9478643414,4,2.99902469794361,5,1,0,0,2,1,1,2,0,2,1,1,1,2,0,109,5,0,0,1,1,2,-2,1,-5,0,0,0,2,44266.9478643414,4,2.99902469794361,5,109,1,1,2,0,1,2,1,5,0,1,1,2,44266.9478643414,4,2.99902469794361,5,-2,1,-5,0,0,0,2,0,1,109,1,2,1,2,0,1,1,2,2,1,1,2,109,5,0,0,1,1,1,0,-2,1
"111",221,2,3,0,0,2,1,-5,18205.3656122603,6,0.522483074463959,2,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,111,3,0,0,1,1,2,2,1,-5,1,1,0,-7,18205.3656122603,6,0.522483074463959,2,111,1,1,2,1,2,2,1,3,0,2,1,2,18205.3656122603,6,0.522483074463959,2,2,1,-5,1,1,0,-7,0,1,111,1,2,1,2,1,1,1,2,2,2,1,2,111,3,0,0,1,1,1,1,2,1
"115",225,2.25,1,1,0,1,1,-5,79555.2416284843,4,3.96549232316143,5,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,115,1,1,0,2,1,2,1,1,-5,1,1,0,-7,79555.2416284843,4,3.96549232316143,5,115,1,1,1,1,2,1,1,1,1,2,1,2,79555.2416284843,4,3.96549232316143,5,1,1,-5,1,1,0,-7,0,2,115,1,1,1,1,1,1,1,1,1,2,1,2,115,1,1,0,1,2,1,1,1,1
"117",230,2.75,2,0,1,-2,-2,-5,71604.9211495901,4,4.13909174744254,5,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,117,2,0,1,1,1,2,-2,-2,-5,1,1,0,-7,71604.9211495901,4,4.13909174744254,5,117,1,1,2,1,1,2,1,2,0,1,1,2,71604.9211495901,4,4.13909174744254,5,-2,-2,-5,1,1,0,-7,1,1,117,1,2,1,2,1,1,1,2,2,1,1,2,117,2,0,1,1,1,1,1,-2,-2
"119",234,3.25,3,0,0,-2,1,-5,3534.72698729561,6,1.38194885186781,3,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,119,3,0,0,1,1,2,-2,1,-5,1,1,0,-7,3534.72698729561,6,1.38194885186781,3,119,1,1,2,1,1,2,1,3,0,1,1,2,3534.72698729561,6,1.38194885186781,3,-2,1,-5,1,1,0,-7,0,1,119,1,2,1,2,1,1,1,2,2,1,1,2,119,3,0,0,1,1,1,1,-2,1
"120",235,2.5,1,1,0,-2,-2,-5,14947.7351745599,4,0.696300133171059,2,1,1,0,-7,1,2,1,1,2,1,1,1,1,1,120,1,1,0,1,1,2,-2,-2,-5,1,1,0,-7,14947.7351745599,4,0.696300133171059,2,120,1,1,1,1,2,1,1,1,1,2,1,2,14947.7351745599,4,0.696300133171059,2,-2,-2,-5,1,1,0,-7,0,1,120,1,1,1,1,1,1,1,1,1,2,1,2,120,1,1,0,1,1,1,1,-2,-2
"121",236,2.75,2,0,1,-2,-2,-5,22281.8518611692,3,0.542202581194368,3,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,121,2,0,1,1,1,2,-2,-2,-5,1,1,0,-7,22281.8518611692,3,0.542202581194368,3,121,1,1,2,1,1,2,1,2,0,1,1,2,22281.8518611692,3,0.542202581194368,3,-2,-2,-5,1,1,0,-7,1,1,121,1,2,1,2,1,1,1,2,2,1,1,2,121,2,0,1,1,1,1,1,-2,-2
"122",237,2.5,2,0,1,1,1,-5,35985.1734224533,4,1.51857590670791,4,2,1,0,-7,1,1,2,1,2,1,0,1,2,1,122,2,0,1,2,1,2,1,1,-5,1,1,0,-7,35985.1734224533,4,1.51857590670791,4,122,1,0,2,1,1,2,1,2,0,1,1,2,35985.1734224533,4,1.51857590670791,4,1,1,-5,1,1,0,-7,1,2,122,1,2,1,2,1,0,1,2,2,1,1,2,122,2,0,1,0,2,1,1,1,1
"123",238,3.5,2,0,1,2,-2,-5,12594.8393086034,4,0.8283530066657,2,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,123,2,0,1,2,1,2,2,-2,-5,1,1,0,-7,12594.8393086034,4,0.8283530066657,2,123,1,1,2,1,2,2,1,2,0,2,1,2,12594.8393086034,4,0.8283530066657,2,2,-2,-5,1,1,0,-7,1,2,123,1,2,1,2,1,1,1,2,2,2,1,2,123,2,0,1,1,2,1,1,2,-2
"124",241,3.5,2,0,1,2,2,-5,22984.9848150016,2,1.96445286078577,3,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,124,2,0,1,2,1,2,2,2,-5,1,1,0,-7,22984.9848150016,2,1.96445286078577,3,124,1,1,2,1,2,2,1,2,0,2,1,2,22984.9848150016,2,1.96445286078577,3,2,2,-5,1,1,0,-7,1,2,124,1,2,1,2,1,1,1,2,2,2,1,2,124,2,0,1,1,2,1,1,2,2
"125",242,3,3,0,0,1,1,-5,11397.6977098697,4,0.0732582800891179,1,1,0,0,6,1,2,2,0,2,1,1,1,2,0,125,3,0,0,1,1,2,1,1,-5,0,0,0,6,11397.6977098697,4,0.0732582800891179,1,125,1,1,2,0,2,2,1,3,0,2,1,2,11397.6977098697,4,0.0732582800891179,1,1,1,-5,0,0,0,6,0,1,125,1,2,1,2,0,1,1,2,2,2,1,2,125,3,0,0,1,1,1,0,1,1
"127",248,2.25,3,0,0,1,-2,-5,84087.3411437914,6,3.52329093669436,5,1,1,0,-7,1,2,2,0,2,1,1,1,2,0,127,3,0,0,1,1,2,1,-2,-5,0,1,0,-7,84087.3411437914,6,3.52329093669436,5,127,1,1,2,0,2,2,1,3,0,2,1,2,84087.3411437914,6,3.52329093669436,5,1,-2,-5,0,1,0,-7,0,1,127,1,2,1,2,0,1,1,2,2,2,1,2,127,3,0,0,1,1,1,0,1,-2
"128",251,3,5,0,0,1,1,-5,0,4,1.28324475225927,3,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,128,5,0,0,2,1,2,1,1,-5,1,1,0,-7,0,4,1.28324475225927,3,128,1,1,2,1,1,2,1,5,0,1,1,2,0,4,1.28324475225927,3,1,1,-5,1,1,0,-7,0,2,128,1,2,1,2,1,1,1,2,2,1,1,2,128,5,0,0,1,2,1,1,1,1
"129",254,2.5,2,0,1,-2,-2,-5,0,4,0.76429724278728,2,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,129,2,0,1,2,1,2,-2,-2,-5,1,1,0,-7,0,4,0.76429724278728,2,129,1,1,2,1,2,2,1,2,0,2,1,2,0,4,0.76429724278728,2,-2,-2,-5,1,1,0,-7,1,2,129,1,2,1,2,1,1,1,2,2,2,1,2,129,2,0,1,1,2,1,1,-2,-2
"131",257,1.75,1,1,0,2,1,-5,135463.861329747,4,8.13394670226856,5,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,131,1,1,0,2,1,2,2,1,-5,1,1,0,-7,135463.861329747,4,8.13394670226856,5,131,1,1,1,1,2,1,1,1,1,2,1,2,135463.861329747,4,8.13394670226856,5,2,1,-5,1,1,0,-7,0,2,131,1,1,1,1,1,1,1,1,1,2,1,2,131,1,1,0,1,2,1,1,2,1
"134",262,3.75,2,0,1,2,-2,-5,0,4,0.243792652887022,2,2,1,0,-7,1,2,2,1,2,1,0,1,2,1,134,2,0,1,2,1,2,2,-2,-5,1,1,0,-7,0,4,0.243792652887022,2,134,1,0,2,1,2,2,1,2,0,2,1,2,0,4,0.243792652887022,2,2,-2,-5,1,1,0,-7,1,2,134,1,2,1,2,1,0,1,2,2,2,1,2,134,2,0,1,0,2,1,1,2,-2
"135",263,3,6,0,0,-2,-2,-5,26496.5729047385,4,0.852287863096626,3,1,1,0,-7,1,2,2,0,2,1,1,1,2,0,135,6,0,0,1,1,2,-2,-2,-5,0,1,0,-7,26496.5729047385,4,0.852287863096626,3,135,1,1,2,0,2,2,1,6,0,2,1,2,26496.5729047385,4,0.852287863096626,3,-2,-2,-5,0,1,0,-7,0,1,135,1,2,1,2,0,1,1,2,2,2,1,2,135,6,0,0,1,1,1,0,-2,-2
"138",271,3.5,3,0,0,-2,1,-5,31850.8332360157,6,1.00090840217733,2,1,1,0,-7,1,2,2,1,2,1,0,1,2,1,138,3,0,0,1,1,2,-2,1,-5,1,1,0,-7,31850.8332360157,6,1.00090840217733,2,138,1,0,2,1,2,2,1,3,0,2,1,2,31850.8332360157,6,1.00090840217733,2,-2,1,-5,1,1,0,-7,0,1,138,1,2,1,2,1,0,1,2,2,2,1,2,138,3,0,0,0,1,1,1,-2,1
"142",281,3,3,0,0,2,2,-5,7074.4985666847,4,1.62916143513656,3,2,1,0,-7,1,1,2,1,2,2,1,1,2,1,142,3,0,0,2,2,2,2,2,-5,1,1,0,-7,7074.4985666847,4,1.62916143513656,3,142,1,1,2,1,1,2,1,3,0,1,2,2,7074.4985666847,4,1.62916143513656,3,2,2,-5,1,1,0,-7,0,2,142,1,2,1,2,1,1,1,2,2,1,2,2,142,3,0,0,1,2,1,1,2,2
"143",282,2.5,2,0,1,1,1,-5,37957.0536876878,4,1.57907213535751,3,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,143,2,0,1,1,1,2,1,1,-5,1,1,0,-7,37957.0536876878,4,1.57907213535751,3,143,1,1,2,1,1,2,1,2,0,1,1,2,37957.0536876878,4,1.57907213535751,3,1,1,-5,1,1,0,-7,1,1,143,1,2,1,2,1,1,1,2,2,1,1,2,143,2,0,1,1,1,1,1,1,1
"144",283,3.5,5,0,0,2,1,-5,5443.57805124912,4,0.54699738821939,1,2,0,0,6,1,2,2,0,2,1,1,1,2,0,144,5,0,0,2,1,2,2,1,-5,0,0,0,6,5443.57805124912,4,0.54699738821939,1,144,1,1,2,0,2,2,1,5,0,2,1,2,5443.57805124912,4,0.54699738821939,1,2,1,-5,0,0,0,6,0,2,144,1,2,1,2,0,1,1,2,2,2,1,2,144,5,0,0,1,2,1,0,2,1
"145",285,3.25,3,0,0,-2,1,-5,0,4,0.818331817741852,1,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,145,3,0,0,2,1,2,-2,1,-5,1,1,0,-7,0,4,0.818331817741852,1,145,1,1,2,1,1,2,1,3,0,1,1,2,0,4,0.818331817741852,1,-2,1,-5,1,1,0,-7,0,2,145,1,2,1,2,1,1,1,2,2,1,1,2,145,3,0,0,1,2,1,1,-2,1
"154",300,1.75,3,0,0,2,1,-5,0,4,0.788621833830398,1,2,1,0,-7,1,2,2,1,2,1,0,1,2,1,154,3,0,0,2,1,2,2,1,-5,1,1,0,-7,0,4,0.788621833830398,1,154,1,0,2,1,2,2,1,3,0,2,1,2,0,4,0.788621833830398,1,2,1,-5,1,1,0,-7,0,2,154,1,2,1,2,1,0,1,2,2,2,1,2,154,3,0,0,0,2,1,1,2,1
"155",301,3,2,0,1,-2,-2,-5,3166.20085256724,4,0,1,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,155,2,0,1,1,1,2,-2,-2,-5,1,1,0,-7,3166.20085256724,4,0,1,155,1,1,2,1,2,2,1,2,0,2,1,2,3166.20085256724,4,0,1,-2,-2,-5,1,1,0,-7,1,1,155,1,2,1,2,1,1,1,2,2,2,1,2,155,2,0,1,1,1,1,1,-2,-2
"156",302,2.75,3,0,0,1,1,-5,27295.2472666383,4,1.34039379760491,3,1,1,0,-7,1,2,2,0,2,1,1,1,2,0,156,3,0,0,1,1,2,1,1,-5,0,1,0,-7,27295.2472666383,4,1.34039379760491,3,156,1,1,2,0,2,2,1,3,0,2,1,2,27295.2472666383,4,1.34039379760491,3,1,1,-5,0,1,0,-7,0,1,156,1,2,1,2,0,1,1,2,2,2,1,2,156,3,0,0,1,1,1,0,1,1
"157",304,2.25,1,1,0,-2,-2,-5,58329.805427933,4,5.34346003591894,5,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,157,1,1,0,2,1,2,-2,-2,-5,1,1,0,-7,58329.805427933,4,5.34346003591894,5,157,1,1,1,1,2,1,1,1,1,2,1,2,58329.805427933,4,5.34346003591894,5,-2,-2,-5,1,1,0,-7,0,2,157,1,1,1,1,1,1,1,1,1,2,1,2,157,1,1,0,1,2,1,1,-2,-2
"160",309,2.25,3,0,0,-2,1,-5,38793.4401476565,4,1.85805367192599,3,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,160,3,0,0,1,1,2,-2,1,-5,1,1,0,-7,38793.4401476565,4,1.85805367192599,3,160,1,1,2,1,1,2,1,3,0,1,1,2,38793.4401476565,4,1.85805367192599,3,-2,1,-5,1,1,0,-7,0,1,160,1,2,1,2,1,1,1,2,2,1,1,2,160,3,0,0,1,1,1,1,-2,1
"161",310,3.5,1,1,0,-2,-2,-5,41540.2601956896,4,4.13729662194123,5,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,161,1,1,0,2,1,2,-2,-2,-5,1,1,0,-7,41540.2601956896,4,4.13729662194123,5,161,1,1,1,1,2,1,1,1,1,2,1,2,41540.2601956896,4,4.13729662194123,5,-2,-2,-5,1,1,0,-7,0,2,161,1,1,1,1,1,1,1,1,1,2,1,2,161,1,1,0,1,2,1,1,-2,-2
"163",314,2.25,3,0,0,2,1,-5,4848.76264649686,4,0.383236480475159,2,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,163,3,0,0,2,1,2,2,1,-5,1,1,0,-7,4848.76264649686,4,0.383236480475159,2,163,1,1,2,1,2,2,1,3,0,2,1,2,4848.76264649686,4,0.383236480475159,2,2,1,-5,1,1,0,-7,0,2,163,1,2,1,2,1,1,1,2,2,2,1,2,163,3,0,0,1,2,1,1,2,1
"164",315,3,1,1,0,2,1,-5,73114.7793418383,4,5.30801267321687,5,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,164,1,1,0,2,1,2,2,1,-5,1,1,0,-7,73114.7793418383,4,5.30801267321687,5,164,1,1,1,1,1,1,1,1,1,1,1,2,73114.7793418383,4,5.30801267321687,5,2,1,-5,1,1,0,-7,0,2,164,1,1,1,1,1,1,1,1,1,1,1,2,164,1,1,0,1,2,1,1,2,1
"166",318,3.25,5,0,0,1,1,-5,21223.7259303565,6,0.368337416181829,2,1,1,0,-7,1,1,2,0,2,1,1,1,2,0,166,5,0,0,1,1,2,1,1,-5,0,1,0,-7,21223.7259303565,6,0.368337416181829,2,166,1,1,2,0,1,2,1,5,0,1,1,2,21223.7259303565,6,0.368337416181829,2,1,1,-5,0,1,0,-7,0,1,166,1,2,1,2,0,1,1,2,2,1,1,2,166,5,0,0,1,1,1,0,1,1
"167",321,4,1,1,0,2,2,-5,145833.813461211,4,7.53022972511469,5,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,167,1,1,0,2,1,2,2,2,-5,1,1,0,-7,145833.813461211,4,7.53022972511469,5,167,1,1,1,1,1,1,1,1,1,1,1,2,145833.813461211,4,7.53022972511469,5,2,2,-5,1,1,0,-7,0,2,167,1,1,1,1,1,1,1,1,1,1,1,2,167,1,1,0,1,2,1,1,2,2
"169",324,3.25,2,0,1,1,1,-5,7572.89101705864,4,0,2,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,169,2,0,1,1,1,2,1,1,-5,1,1,0,-7,7572.89101705864,4,0,2,169,1,1,2,1,1,2,1,2,0,1,1,2,7572.89101705864,4,0,2,1,1,-5,1,1,0,-7,1,1,169,1,2,1,2,1,1,1,2,2,1,1,2,169,2,0,1,1,1,1,1,1,1
"170",325,2.75,4,0,0,-2,-2,-5,22917.6316174385,4,1.90085549983409,2,2,0,0,6,1,1,2,0,2,1,1,1,2,0,170,4,0,0,2,1,2,-2,-2,-5,0,0,0,6,22917.6316174385,4,1.90085549983409,2,170,1,1,2,0,1,2,1,4,0,1,1,2,22917.6316174385,4,1.90085549983409,2,-2,-2,-5,0,0,0,6,0,2,170,1,2,1,2,0,1,1,2,2,1,1,2,170,4,0,0,1,2,1,0,-2,-2
"172",330,2.5,3,0,0,-2,1,-5,31249.6424427429,6,2.43275939900365,3,1,0,0,1,0,2,2,1,2,2,0,0,2,1,172,3,0,0,1,2,2,-2,1,-5,1,0,0,1,31249.6424427429,6,2.43275939900365,3,172,0,0,2,1,2,2,0,3,0,2,2,2,31249.6424427429,6,2.43275939900365,3,-2,1,-5,1,0,0,1,0,1,172,0,2,0,2,1,0,0,2,2,2,2,2,172,3,0,0,0,1,0,1,-2,1
"173",331,2.75,4,0,0,-2,2,-5,0,4,0.283767347263131,1,1,1,0,-7,1,2,2,0,2,1,1,1,2,0,173,4,0,0,1,1,2,-2,2,-5,0,1,0,-7,0,4,0.283767347263131,1,173,1,1,2,0,2,2,1,4,0,2,1,2,0,4,0.283767347263131,1,-2,2,-5,0,1,0,-7,0,1,173,1,2,1,2,0,1,1,2,2,2,1,2,173,4,0,0,1,1,1,0,-2,2
"174",332,2.75,3,0,0,-2,-2,-5,12223.4828716478,6,2.4858003511201,3,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,174,3,0,0,2,1,2,-2,-2,-5,1,1,0,-7,12223.4828716478,6,2.4858003511201,3,174,1,1,2,1,2,2,1,3,0,2,1,2,12223.4828716478,6,2.4858003511201,3,-2,-2,-5,1,1,0,-7,0,2,174,1,2,1,2,1,1,1,2,2,2,1,2,174,3,0,0,1,2,1,1,-2,-2
"176",338,1.5,3,0,0,-2,1,-5,36938.0281533828,6,1.36357575827863,3,1,1,0,-7,1,2,2,1,2,1,0,1,2,1,176,3,0,0,1,1,2,-2,1,-5,1,1,0,-7,36938.0281533828,6,1.36357575827863,3,176,1,0,2,1,2,2,1,3,0,2,1,2,36938.0281533828,6,1.36357575827863,3,-2,1,-5,1,1,0,-7,0,1,176,1,2,1,2,1,0,1,2,2,2,1,2,176,3,0,0,0,1,1,1,-2,1
"178",340,3,4,0,0,-2,-2,-5,39444.1684353689,6,2.15402781535522,4,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,178,4,0,0,1,1,2,-2,-2,-5,1,1,0,-7,39444.1684353689,6,2.15402781535522,4,178,1,1,2,1,1,2,1,4,0,1,1,2,39444.1684353689,6,2.15402781535522,4,-2,-2,-5,1,1,0,-7,0,1,178,1,2,1,2,1,1,1,2,2,1,1,2,178,4,0,0,1,1,1,1,-2,-2
"180",344,2.25,2,0,1,1,1,-5,14947.4015843482,3,0,1,2,0,0,7,1,2,2,1,2,1,1,1,2,1,180,2,0,1,2,1,2,1,1,-5,1,0,0,7,14947.4015843482,3,0,1,180,1,1,2,1,2,2,1,2,0,2,1,2,14947.4015843482,3,0,1,1,1,-5,1,0,0,7,1,2,180,1,2,1,2,1,1,1,2,2,2,1,2,180,2,0,1,1,2,1,1,1,1
"182",347,2.5,4,0,0,-2,-2,-5,21257.5865219265,6,2.17841873971332,4,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,182,4,0,0,1,1,2,-2,-2,-5,1,1,0,-7,21257.5865219265,6,2.17841873971332,4,182,1,1,2,1,2,2,1,4,0,2,1,2,21257.5865219265,6,2.17841873971332,4,-2,-2,-5,1,1,0,-7,0,1,182,1,2,1,2,1,1,1,2,2,2,1,2,182,4,0,0,1,1,1,1,-2,-2
"186",356,2.25,3,0,0,2,1,-5,0,4,0.25237258176733,1,1,1,0,-7,1,2,2,1,2,1,0,1,2,1,186,3,0,0,1,1,2,2,1,-5,1,1,0,-7,0,4,0.25237258176733,1,186,1,0,2,1,2,2,1,3,0,2,1,2,0,4,0.25237258176733,1,2,1,-5,1,1,0,-7,0,1,186,1,2,1,2,1,0,1,2,2,2,1,2,186,3,0,0,0,1,1,1,2,1
"188",359,2.25,2,0,1,-2,1,-5,40941.6360517118,4,1.83098117478021,3,2,0,0,5,1,2,2,1,2,1,0,1,2,1,188,2,0,1,2,1,2,-2,1,-5,1,0,0,5,40941.6360517118,4,1.83098117478021,3,188,1,0,2,1,2,2,1,2,0,2,1,2,40941.6360517118,4,1.83098117478021,3,-2,1,-5,1,0,0,5,1,2,188,1,2,1,2,1,0,1,2,2,2,1,2,188,2,0,1,0,2,1,1,-2,1
"190",367,2.25,3,0,0,-2,-2,-5,15421.4262610358,4,0.805624698758654,3,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,190,3,0,0,2,1,2,-2,-2,-5,1,1,0,-7,15421.4262610358,4,0.805624698758654,3,190,1,1,2,1,1,2,1,3,0,1,1,2,15421.4262610358,4,0.805624698758654,3,-2,-2,-5,1,1,0,-7,0,2,190,1,2,1,2,1,1,1,2,2,1,1,2,190,3,0,0,1,2,1,1,-2,-2
"193",373,2.5,1,1,0,-2,-2,-5,54002.5130886686,4,2.75714185872023,4,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,193,1,1,0,2,1,2,-2,-2,-5,1,1,0,-7,54002.5130886686,4,2.75714185872023,4,193,1,1,1,1,1,1,1,1,1,1,1,2,54002.5130886686,4,2.75714185872023,4,-2,-2,-5,1,1,0,-7,0,2,193,1,1,1,1,1,1,1,1,1,1,1,2,193,1,1,0,1,2,1,1,-2,-2
"194",376,2.5,5,0,0,1,1,-5,1279.96490336815,4,0.0231586637459927,1,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,194,5,0,0,1,1,2,1,1,-5,1,1,0,-7,1279.96490336815,4,0.0231586637459927,1,194,1,1,2,1,2,2,1,5,0,2,1,2,1279.96490336815,4,0.0231586637459927,1,1,1,-5,1,1,0,-7,0,1,194,1,2,1,2,1,1,1,2,2,2,1,2,194,5,0,0,1,1,1,1,1,1
"195",377,3.25,2,0,1,-2,-2,-5,21898.1677971881,2,1.14288677502177,2,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,195,2,0,1,2,1,2,-2,-2,-5,1,1,0,-7,21898.1677971881,2,1.14288677502177,2,195,1,1,2,1,1,2,1,2,0,1,1,2,21898.1677971881,2,1.14288677502177,2,-2,-2,-5,1,1,0,-7,1,2,195,1,2,1,2,1,1,1,2,2,1,1,2,195,2,0,1,1,2,1,1,-2,-2
"196",380,3.75,1,1,0,1,1,-5,127338.254474129,4,7.91810154176258,5,1,1,0,-7,1,2,1,1,2,1,0,1,1,1,196,1,1,0,1,1,2,1,1,-5,1,1,0,-7,127338.254474129,4,7.91810154176258,5,196,1,0,1,1,2,1,1,1,1,2,1,2,127338.254474129,4,7.91810154176258,5,1,1,-5,1,1,0,-7,0,1,196,1,1,1,1,1,0,1,1,1,2,1,2,196,1,1,0,0,1,1,1,1,1
"197",382,3.75,4,0,0,1,1,-5,31098.918175191,6,0.990645820838297,3,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,197,4,0,0,2,1,2,1,1,-5,1,1,0,-7,31098.918175191,6,0.990645820838297,3,197,1,1,2,1,2,2,1,4,0,2,1,2,31098.918175191,6,0.990645820838297,3,1,1,-5,1,1,0,-7,0,2,197,1,2,1,2,1,1,1,2,2,2,1,2,197,4,0,0,1,2,1,1,1,1
"198",386,4,1,1,0,1,1,-5,24115.0044551143,4,2.33229354661043,3,1,1,0,-7,1,2,1,1,2,1,1,1,1,1,198,1,1,0,1,1,2,1,1,-5,1,1,0,-7,24115.0044551143,4,2.33229354661043,3,198,1,1,1,1,2,1,1,1,1,2,1,2,24115.0044551143,4,2.33229354661043,3,1,1,-5,1,1,0,-7,0,1,198,1,1,1,1,1,1,1,1,1,2,1,2,198,1,1,0,1,1,1,1,1,1
"201",391,3.25,1,1,0,-2,1,-5,11244.7146619747,4,1.67323870836085,3,2,1,0,-7,1,2,1,0,2,1,1,1,1,0,201,1,1,0,2,1,2,-2,1,-5,0,1,0,-7,11244.7146619747,4,1.67323870836085,3,201,1,1,1,0,2,1,1,1,1,2,1,2,11244.7146619747,4,1.67323870836085,3,-2,1,-5,0,1,0,-7,0,2,201,1,1,1,1,0,1,1,1,1,2,1,2,201,1,1,0,1,2,1,0,-2,1
